"id","name","bat_side","side","avg_batter_y_position","avg_batter_x_position","avg_foot_sep","avg_stance_angle","avg_intercept_y_vs_batter","avg_intercept_y_vs_plate"
672580,"Garcia, Maikel","R","R",30.507457718233773,25.94260613784594,35.21755065040373,2.998698135465005,33.93051821436662,3.4230604961328637
670770,"Friedl, TJ","L","L",32.284507730021325,24.36089637445006,29.703642060718117,-28.15772587636662,40.37208063778141,8.087572907760084
669127,"Langeliers, Shea","R","R",27.166398644325938,29.6705098691198,35.685137558272935,-17.571972410380184,33.66532601069831,6.498927366372352
457705,"McCutchen, Andrew","R","R",29.808843592091723,28.981477655030293,35.62606288597718,-1.902439591051363,24.897371726453013,-4.911471865638706
701358,"Smith, Cam","R","R",25.361945977064156,30.346725112388313,33.4602177842672,-9.814069273332025,29.394083260082297,4.032137283018136
680574,"McLain, Matt","R","R",28.094276599794288,27.05641732269301,27.618871292079607,-18.156688230851056,32.153920650486086,4.05964405069179
681082,"Stott, Bryson","L","L",26.6200586565468,23.709635993663568,38.007499029868704,-4.264079933925361,28.215997121131043,1.595938464584242
665862,"Chisholm Jr., Jazz","L","L",30.23551748771398,25.825647370959153,29.621587701483623,-4.3676517256485505,31.638608597203064,1.4030911094890781
671277,"García Jr., Luis","L","L",28.157791109589972,28.678959642864587,32.20370862256175,-10.931198729947514,33.38823141038212,5.230440300792153
672640,"Lopez, Otto","R","R",29.305282154620286,28.51782077507989,32.15688568665048,-0.09161578727047993,30.479175877749096,1.173893723128802
666139,"Lowe, Josh","L","L",24.507882346356514,30.874262502979118,34.15693896703117,-6.092125286986053,29.198790649905455,4.690908303548938
673962,"Jung, Josh","R","R",22.57092205779461,25.01283917565142,23.30171267635521,-5.1590684889411325,32.149417562867825,9.578495505073219
686217,"Frelick, Sal","L","L",30.920391210891438,27.366609162600565,25.571626588436096,-8.84114670146028,27.788175180053752,-3.132216030837683
605141,"Betts, Mookie","R","R",25.700730688827704,28.642898316671058,26.586156964637183,-15.741410321472392,33.19730262455145,7.496571935723746
543760,"Semien, Marcus","R","R",28.006150999723314,23.990789646548574,30.685916013154355,-2.128095005503838,30.493006130173477,2.4868551304501683
663728,"Raleigh, Cal","L","L",29.33225715063691,24.09279200023609,24.836492351056933,1.4886566161840933,34.51611179777582,5.1838546471389195
686668,"Doyle, Brenton","R","R",24.078952411815713,29.09176966023826,41.50354262727614,-7.688861144132292,26.037605271802732,1.958652859987022
656775,"Mullins, Cedric","L","L",31.76567552936179,24.147338130149052,29.575674705337587,-11.231407710864312,28.64935154324036,-3.1163239861214436
676391,"Clement, Ernie","R","R",22.62260755311959,28.265919430578375,31.558344369914114,-1.6848036031725995,31.139348205341992,8.516740652222408
545361,"Trout, Mike","R","R",29.941576706040227,25.30001234756704,28.48107737077616,-9.390110318140497,24.269598211874882,-5.67197849416535
664034,"France, Ty","R","R",28.35483313131073,26.483268358019735,31.690688884408075,-28.2232169687,27.52152167709177,-0.8333114542189566
668804,"Reynolds, Bryan","L","L",26.495074363619267,26.903471289041786,43.529270497605964,-5.784733168556887,28.220396091775648,1.7253217281563786
700932,"Manzardo, Kyle","L","L",22.72112659068529,31.399889338266807,36.15638593965612,-2.628278273220015,33.631589843798125,10.910463253112836
663616,"Larnach, Trevor","L","L",28.59709066296012,27.236869728535883,38.215385407050796,1.2350196309550199,34.254569902730935,5.657479239770815
701538,"Merrill, Jackson","L","L",24.61263755289271,28.722995163702002,24.00126019864691,0.3376747997605926,27.42838552639243,2.815747973499722
680718,"Barger, Addison","L","L",33.1970279227107,25.47178742344957,20.621326202551035,-53.725666102263624,31.528780737756314,-1.6682471849543923
573262,"Yastrzemski, Mike","L","L",29.047341378911778,24.682245666936502,23.574714684046874,-3.5811609218387743,30.28228424359562,1.2349428646838492
676475,"Burleson, Alec","L","L",33.982866528614856,23.41377616197696,18.37820366063216,-26.748953733617835,31.582742882202197,-2.400123646412656
672386,"Kirk, Alejandro","R","R",21.64216732450783,31.544532501466307,28.476047152920877,4.366656054862034,30.062752467916447,8.420585143408626
656716,"McKinstry, Zach","L","L",27.365093267842045,26.45161206712915,31.528552926469754,-1.9237497541595874,27.293121332667916,-0.07197193517412603
664056,"Bader, Harrison","R","R",27.14547933607261,27.17619643462175,19.781048423012837,-12.067941764526934,33.55214582930456,6.406666493231944
663697,"India, Jonathan","R","R",28.706098821465908,27.947673706899554,29.696759914253743,-11.592724139719392,30.675211632479694,1.9691128110137857
657656,"Laureano, Ramón","R","R",30.405645282864377,31.591877086188898,17.640822770580783,4.7507052414822795,32.778070417109575,2.3724251342452067
663647,"Hayes, Ke'Bryan","R","R",32.95026918938592,25.850927394011325,25.838345096105645,-16.924273559924245,34.5224609429553,1.5721917535693872
656305,"Chapman, Matt","R","R",28.38533746308423,29.81118849470134,26.862388305168675,-10.349002404094785,27.4435283709815,-0.9418090921027275
624424,"Conforto, Michael","L","L",27.1435209124039,28.26722539190896,31.0880291925542,-6.100245237874201,27.745126388650192,0.6016054762462918
660821,"Sánchez, Jesús","L","L",26.326256282612245,28.42052650929088,34.90123624605543,-10.343900778429125,35.02893739884834,8.702681116236123
681481,"Carpenter, Kerry","L","L",32.39884066892954,29.1078852614117,21.693252710256218,-10.124057351120166,25.74015737056792,-6.658683298361614
624428,"Frazier, Adam","L","L",21.11910792609284,22.08754674962072,37.96403958675268,1.3126853617124097,24.042431407949337,2.9233234818564946
694384,"Schanuel, Nolan","L","L",30.00445650353474,23.252882729647265,34.2030652788564,-0.18457868871544258,30.750247960041058,0.7457914565063295
669065,"Stowers, Kyle","L","L",29.60861437119733,29.310556791584723,34.977752288473205,-10.002425439597921,31.49500449047528,1.8863901192779542
665161,"Peña, Jeremy","R","R",30.18363093801783,26.22758012294659,33.71065383416836,-21.28890514563468,32.02896889808503,1.8453379600671924
665833,"Cruz, Oneil","L","L",27.828194893611432,26.723138139493674,40.61324968296184,-9.568990346374292,35.367731695288725,7.539536801677289
645277,"Albies, Ozzie","L","L",35.25220126607613,23.22029421174746,36.96533554023843,-36.94726086723971,36.87963143677834,1.6274301707022194
630105,"Cronenworth, Jake","L","L",33.40777987346617,28.303564302458923,26.470747321596782,3.263540168274663,30.607775306977597,-2.8000045664885684
663457,"Nootbaar, Lars","L","L",29.121148799097266,27.861521840116744,23.63332730785506,-20.216533577381902,34.74541616207217,5.624267362974915
669224,"Wells, Austin","L","L",30.772296024679427,23.643682090887673,26.96689643073595,-9.19799498021744,30.549483722278314,-0.22281230240111266
596019,"Lindor, Francisco","L","L",26.600932931098185,26.26427945505004,28.22016176722634,-8.384692197375465,28.50469391824008,1.903760987141889
681351,"O'Hoppe, Logan","R","R",27.544270363390496,28.64818029772024,33.030068221103505,-4.735782649474634,33.60420181011559,6.059931446725113
663757,"Grisham, Trent","L","L",33.30819154011998,31.00672799073505,22.080181681652164,-14.147563824851854,24.09441837293668,-9.213773167183298
666160,"Moniak, Mickey","L","L",25.77214032467492,30.78387959378883,31.892411053786056,-8.782381324879093,29.13159343549368,3.359453110818757
663586,"Riley, Austin","R","R",28.838573911422014,28.165670801381697,30.059718559478974,-10.416134996084947,35.58461162045766,6.746037709035644
665966,"Narváez, Carlos","R","R",25.038900128089264,29.202856399370297,26.097603059800615,-21.73916762432168,30.643198737832403,5.604298609743142
668901,"Vientos, Mark","R","R",26.61667581841083,28.766284419607533,26.574169149720515,-6.161898145040906,28.13166791950422,1.5149921010933984
643446,"McNeil, Jeff","L","L",30.85904741000371,24.840482699991714,32.21169769227843,-3.285238024289401,29.943452170398665,-0.9155952396050531
596146,"Kepler, Max","L","L",32.40807439666062,30.113633281720844,34.775709656577234,-24.492474253937942,32.52021179142137,0.11213739476076634
676572,"Wagaman, Eric","R","R",25.105128353775775,28.13747382103788,28.60048322346401,-3.0831158977499786,32.3302281410752,7.225099787299427
666158,"Lux, Gavin","L","L",33.26724487239679,26.494061280286164,31.514093340642226,-7.329200387003695,32.09938079032473,-1.1678640820720771
686948,"Baldwin, Drake","L","L",26.57317315684882,28.216126811229802,32.336511926336414,-10.876095033863024,28.71950172133978,2.146328564490961
527038,"Flores, Wilmer","R","R",27.685613389206804,25.257294474623286,42.754955694177575,-7.568349462910182,31.382986736516457,3.6973733473096515
700250,"Rice, Ben","L","L",30.847992976850605,28.50480558702399,33.51905288083372,-28.929194036289395,28.471871276297822,-2.376121700552786
693307,"Dingler, Dillon","R","R",25.6224252109902,28.35203661687062,38.55175985964609,-12.099675286259743,27.778055840875922,2.15563062988572
608070,"Ramírez, José","L","L",30.4307381944894,21.780873370014998,26.584052849668918,-14.553526560969113,32.722347709877134,2.291609515387722
678662,"Tovar, Ezequiel","R","R",28.334090079564657,23.868547516584577,35.16670123114275,1.0581355231014915,29.120274341551276,0.7861842619866274
664761,"Bohm, Alec","R","R",25.706436136354064,29.67344053738828,37.99278131536729,-8.981106338765827,26.611970824847297,0.9055346884932329
677950,"Thomas, Alek","L","L",20.509436470069296,26.981606873373916,17.084399665746158,-26.082045252753,33.459887373842065,12.950450903772774
643217,"Benintendi, Andrew","L","L",30.880119516124555,22.412387399372452,22.860519842732007,-22.306828508207715,35.24690833966417,4.366788823539619
687401,"Ortiz, Joey","R","R",31.947208502540246,28.208363361172847,28.899582129366525,-9.567681176667792,29.09177901946794,-2.8554294830723004
664023,"Happ, Ian","L","L",31.588823690547017,26.11382118229293,26.045803169471395,-3.729355542528112,33.9329868768114,2.344163186264378
677800,"Abreu, Wilyer","L","L",29.825558752527147,26.57034079922222,30.566231775992364,-24.792669280696664,31.36633581598541,1.5407770634582736
595879,"Báez, Javier","R","R",19.59803332417594,28.714867981396306,31.00670234681342,-10.956946868623334,29.78321962480754,10.185186300631596
593428,"Bogaerts, Xander","R","R",19.703259778146542,29.095198074716812,29.747147657828332,-6.149781994078854,34.75441617951201,15.051156401365459
682829,"De La Cruz, Elly","L","L",28.758181413660903,29.895952124108575,30.820078439487595,-28.910744504621675,37.21147938946028,8.453297975799389
650859,"Rengifo, Luis","L","L",18.716321181310867,26.206997919920315,29.29316189920906,-17.35551093165533,26.2864877223116,7.570166541000724
666018,"Aranda, Jonathan","L","L",27.232112682489323,29.273606686229677,31.250422441048595,-16.761244912562958,27.322467167381827,0.0903544848924921
608369,"Seager, Corey","L","L",26.48919703432885,29.05421121083488,30.194531587853632,-19.453759163911077,31.98974199834862,5.5005449640197694
690993,"Keith, Colt","L","L",22.79209010827282,28.708330077458985,32.27328050890823,-8.700075385574609,31.49371198187191,8.701621873599093
680977,"Donovan, Brendan","L","L",26.40596676896548,28.4848881140967,36.36795566623153,-7.608950548359882,24.88597302523922,-1.519993743726261
673357,"Robert Jr., Luis","R","R",31.28882724956889,27.195697144361745,32.707113392743274,-19.7878526275709,30.48367470064927,-0.8051525489196156
805779,"Wilson, Jacob","R","R",28.54904772116285,25.669903014967236,28.70592901144806,-31.75312450326932,30.588051229047075,2.0390035078842144
701762,"Kurtz, Nick","L","L",23.43214969363939,27.741253815479016,32.86114118984442,-10.542831306713166,24.753803551682182,1.3216538580427906
669720,"Hays, Austin","R","R",12.546813618395301,28.6007552367805,26.027456278680162,-6.57074480211156,35.781250607614446,23.234436989219137
672695,"Perdomo, Geraldo","L","L",17.211090045821873,25.47552798985059,41.51528044397282,-9.216763303876592,24.09282398136688,6.881733935545002
683146,"Baty, Brett","L","L",30.040455213294265,30.264337954601505,25.91435818689529,-8.092134264609106,26.65933238012651,-3.3811228331677547
683734,"Vaughn, Andrew","R","R",31.641726669780887,29.095871281089337,33.17823955052519,-1.6929921018739114,29.49582176576161,-2.1459049040192695
807713,"Shaw, Matt","R","R",29.697855760147856,28.24319258207876,19.108644560323253,-15.884136800943379,31.589819522942822,1.8919637627949668
660670,"Acuña Jr., Ronald","R","R",31.270136391804524,25.480626678605617,32.984480971739394,-14.147041376774023,30.199998845873605,-1.0701375459309217
608324,"Bregman, Alex","R","R",28.660725447171988,24.777290238904833,30.243558988378258,5.377892879088573,31.805366229482146,3.1446407823101628
666310,"Naylor, Bo","L","L",27.202301614717854,31.185444364403626,31.48421222895752,-18.796117709419143,35.20481568219238,8.002514067474525
702332,"Durbin, Caleb","R","R",32.36441968312631,27.164322631278758,27.555586871657386,-19.78589855807013,27.839218941923875,-4.52520074120244
664770,"Lukes, Nathan","L","L",26.82791115337036,30.67172871033181,28.375131477805418,2.6806207859715245,26.244920241578836,-0.5829909117915256
571448,"Arenado, Nolan","R","R",31.968060264240133,29.30931834158839,31.112206496070968,-3.8612348147680366,34.92106247616133,2.953002211921194
693304,"Gonzales, Nick","R","R",31.868659714021387,26.946870517912807,25.19466204964706,-18.86680687399139,29.958125520403588,-1.9105341936177984
671056,"Herrera, Iván","R","R",31.871211708510927,27.455339550214394,33.01293926358669,-46.19735578568462,31.503344338412955,-0.36786737009797305
805367,"Meidroth, Chase","R","R",31.592660338037675,28.231522443556994,30.42084661930267,-19.296053977479247,29.14643693899118,-2.4462233990464988
666134,"Jones, Nolan","L","L",27.083962384629984,27.327724313531178,29.806634883591627,-6.194475178997948,32.7072382872976,5.623275902667617
669357,"Gorman, Nolan","L","L",31.152988252248615,30.398013541496557,27.923202588871767,-10.832663719583834,33.089323356457705,1.9363351042091037
670242,"Wallner, Matt","L","L",26.76470001789019,31.355995478505466,30.066287817843023,-46.26511101200452,37.333706084231785,10.569006066341611
663624,"Mountcastle, Ryan","R","R",25.58447031535735,31.116298606319315,35.4066088717315,4.5452517847966165,27.594325650667418,2.009855335310069
669016,"Marsh, Brandon","L","L",27.83379768233486,29.380383482360696,35.913558070899086,-6.394535093196308,27.491365391995174,-0.34243229033968386
643396,"Kiner-Falefa, Isiah","R","R",29.536892084522798,27.796076567088726,26.847760034984717,-26.575141788595328,28.843201089524843,-0.6936909949979437
691023,"Walker, Jordan","R","R",23.796235867393637,31.757730041018498,28.70160134257354,-16.81498263422749,30.06573997023947,6.269504102845828
668904,"Lewis, Royce","R","R",24.57075905049238,26.489809009927544,28.706243426389413,-7.819534141399082,28.56211776552811,3.9913587150357213
686780,"Pagés, Pedro","R","R",27.144136357338763,28.85287375766288,30.053833261828828,-5.342588159064234,36.01982927924383,8.875692921905076
687462,"Horwitz, Spencer","L","L",29.426321256428402,25.22851119330176,25.63420451218777,-11.312036804550246,30.028268858084402,0.6019476016559994
605137,"Bell, Josh","L","L",28.731253853428814,28.728980052757137,31.424552948927737,-11.562349397872888,27.745104783893407,-0.9861490695354009
682177,"Schneemann, Daniel","L","L",29.02105916882145,26.0947119442013,29.865076840118558,-8.687264605549748,33.80604585607629,4.784986687254836
608348,"Kelly, Carson","R","R",29.92319960676564,29.576360668080955,24.174796261587133,0.7118394995961,30.941426300620748,1.0182266938551094
643565,"Tauchman, Mike","L","L",33.4156741852709,29.630141010409766,23.45183148971267,-10.780489104950094,30.432035769168376,-2.983638416102518
669257,"Smith, Will","R","R",32.91859266016374,28.985881003910304,16.40856333105976,-22.744480477793662,31.26213399730989,-1.6564586628538505
687363,"Scott II, Victor","L","L",23.449514995398246,24.0829659744687,20.06289587534705,-47.633159823896165,31.768835094372978,8.319320098974734
